display,word,stim,VOT,center,block,condition,label,session,stage,randomized_trial,progress_bar,left,right,word_display
phonetic categorization,din,din_+5.wav,5,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,3,c1,1,exposure,exposure3,exposure3,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+5.wav,5,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+5.wav,5,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+10.wav,10,d,3,c1,1,exposure,exposure3,exposure3,234,t,d,dip_leftt.jpeg
phonetic categorization,din,din_+10.wav,10,d,3,c1,1,exposure,exposure3,exposure3,234,t,d,din_leftt.jpeg
phonetic categorization,dip,dip_+10.wav,10,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+10.wav,10,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+10.wav,10,d,3,c1,1,exposure,exposure3,exposure3,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+10.wav,10,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,din,din_+10.wav,10,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+15.wav,15,d,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,din,din_+15.wav,15,d,3,c1,1,exposure,exposure3,exposure3,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+30.wav,30,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+30.wav,30,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,din_leftt.jpeg
phonetic categorization,dip,dip_+35.wav,35,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+35.wav,35,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+35.wav,35,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+35.wav,35,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+40.wav,40,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+40.wav,40,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+40.wav,40,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,din,din_+40.wav,40,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,din_leftt.jpeg
phonetic categorization,dip,dip_+45.wav,45,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+45.wav,45,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dill_leftt.jpeg
phonetic categorization,dill,dill_+45.wav,45,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+45.wav,45,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dip_leftt.jpeg
phonetic categorization,din,din_+45.wav,45,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+50.wav,50,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+50.wav,50,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,din,din_+55.wav,55,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+55.wav,55,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+55.wav,55,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+55.wav,55,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_+70.wav,70,t,3,c1,1,exposure,exposure3,exposure3,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+75.wav,75,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,din,din_+80.wav,80,t,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
break1,,,,,,,,,,,,t,d,blank.jpeg
phonetic categorization,left,left.mp3,,left,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,left,left.mp3,,left,3,c1,1,exposure,exposure3,exposure3,234,t,d,left_leftt.jpeg
phonetic categorization,left,left.mp3,,left,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,right,right.mp3,,right,3,c1,1,exposure,exposure3,exposure3,234,t,d,right_leftt.jpeg
phonetic categorization,right,right.mp3,,right,3,c1,0,exposure,exposure3,exposure3,234,t,d,blank.jpeg
phonetic categorization,right,right.mp3,,right,3,c1,1,exposure,exposure3,exposure3,234,t,d,right_leftt.jpeg
phonetic categorization,dill,dill_-5.wav,-5,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+5.wav,5,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+15.wav,15,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+25.wav,25,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,din,din_+30.wav,30,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,din,din_+35.wav,35,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,din,din_+40.wav,40,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,din,din_+45.wav,45,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+50.wav,50,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+55.wav,55,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+65.wav,65,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+70.wav,70,,4,,,test,test4,test4,234,t,d,blank.jpeg
phonetic categorization,din,din_-20.wav,-20,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,dill,dill_-10.wav,-10,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_-5.wav,-5,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_-5.wav,-5,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+0.wav,0,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+0.wav,0,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+0.wav,0,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+0.wav,0,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+5.wav,5,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+5.wav,5,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+5.wav,5,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+5.wav,5,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+10.wav,10,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,dill,dill_+10.wav,10,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+15.wav,15,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+15.wav,15,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,din,din_+15.wav,15,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+15.wav,15,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+15.wav,15,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+20.wav,20,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+20.wav,20,d,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+20.wav,20,d,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_+30.wav,30,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+30.wav,30,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+30.wav,30,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,dip,dip_+30.wav,30,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+30.wav,30,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,dill,dill_+35.wav,35,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+40.wav,40,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+40.wav,40,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+40.wav,40,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+45.wav,45,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+50.wav,50,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+50.wav,50,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+50.wav,50,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,din,din_+55.wav,55,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,din,din_+55.wav,55,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+60.wav,60,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+60.wav,60,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+60.wav,60,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
break2,,,,,,,,,,,,t,d,blank.jpeg
phonetic categorization,din,din_+60.wav,60,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,dill,dill_+60.wav,60,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+65.wav,65,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,dill,dill_+65.wav,65,t,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+70.wav,70,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,dip_leftt.jpeg
phonetic categorization,din,din_+75.wav,75,t,1,c1,1,exposure,exposure1,exposure1,234,t,d,din_leftt.jpeg
phonetic categorization,left,left.mp3,,left,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,left,left.mp3,,left,1,c1,1,exposure,exposure1,exposure1,234,t,d,left_leftt.jpeg
phonetic categorization,left,left.mp3,,left,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,right,right.mp3,,right,1,c1,1,exposure,exposure1,exposure1,234,t,d,right_leftt.jpeg
phonetic categorization,right,right.mp3,,right,1,c1,0,exposure,exposure1,exposure1,234,t,d,blank.jpeg
phonetic categorization,right,right.mp3,,right,1,c1,1,exposure,exposure1,exposure1,234,t,d,right_leftt.jpeg
phonetic categorization,dip,dip_-5.wav,-5,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+5.wav,5,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+15.wav,15,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+25.wav,25,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+30.wav,30,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+35.wav,35,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+40.wav,40,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+45.wav,45,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,din,din_+50.wav,50,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,din,din_+55.wav,55,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,din,din_+65.wav,65,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,din,din_+70.wav,70,,5,,,test,test5,test5,234,t,d,blank.jpeg
phonetic categorization,din,din_-10.wav,-10,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_-5.wav,-5,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_-5.wav,-5,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,dip,dip_-5.wav,-5,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_+0.wav,0,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+0.wav,0,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+0.wav,0,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_+0.wav,0,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+5.wav,5,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+5.wav,5,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+5.wav,5,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+5.wav,5,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+10.wav,10,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+10.wav,10,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+10.wav,10,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+10.wav,10,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+10.wav,10,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+10.wav,10,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+15.wav,15,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+15.wav,15,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+15.wav,15,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,dill,dill_+20.wav,20,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+20.wav,20,d,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+20.wav,20,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+25.wav,25,d,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,dill,dill_+25.wav,25,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,dill,dill_+25.wav,25,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,dip,dip_+30.wav,30,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_+30.wav,30,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,din,din_+35.wav,35,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,din,din_+40.wav,40,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,din_leftt.jpeg
phonetic categorization,dip,dip_+45.wav,45,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+45.wav,45,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,din,din_+45.wav,45,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
break3,,,,,,,,,,,,t,d,blank.jpeg
phonetic categorization,dip,dip_+45.wav,45,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+45.wav,45,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+50.wav,50,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dip,dip_+50.wav,50,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+55.wav,55,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+55.wav,55,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+55.wav,55,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dip_leftt.jpeg
phonetic categorization,dill,dill_+55.wav,55,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+60.wav,60,t,2,c1,1,exposure,exposure2,exposure2,234,t,d,dill_leftt.jpeg
phonetic categorization,dill,dill_+60.wav,60,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,din,din_+65.wav,65,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+85.wav,85,t,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,left,left.mp3,,left,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,left,left.mp3,,left,2,c1,1,exposure,exposure2,exposure2,234,t,d,left_leftt.jpeg
phonetic categorization,left,left.mp3,,left,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,right,right.mp3,,right,2,c1,1,exposure,exposure2,exposure2,234,t,d,right_leftt.jpeg
phonetic categorization,right,right.mp3,,right,2,c1,0,exposure,exposure2,exposure2,234,t,d,blank.jpeg
phonetic categorization,right,right.mp3,,right,2,c1,1,exposure,exposure2,exposure2,234,t,d,right_leftt.jpeg
phonetic categorization,din,din_-5.wav,-5,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,din,din_+5.wav,5,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,din,din_+15.wav,15,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,din,din_+25.wav,25,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+30.wav,30,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+35.wav,35,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+40.wav,40,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+45.wav,45,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+50.wav,50,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+55.wav,55,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+65.wav,65,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+70.wav,70,,6,,,test,test6,test6,234,t,d,blank.jpeg
phonetic categorization,dill,dill_-5.wav,-5,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+5.wav,5,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+15.wav,15,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+25.wav,25,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,din,din_+30.wav,30,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,din,din_+35.wav,35,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,din,din_+40.wav,40,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,din,din_+45.wav,45,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+50.wav,50,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+55.wav,55,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+65.wav,65,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+70.wav,70,,1,,,test,test1,test1,234,t,d,blank.jpeg
phonetic categorization,dip,dip_-5.wav,-5,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+5.wav,5,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+15.wav,15,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dip,dip_+25.wav,25,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+30.wav,30,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+35.wav,35,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+40.wav,40,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,dill,dill_+45.wav,45,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,din,din_+50.wav,50,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,din,din_+55.wav,55,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,din,din_+65.wav,65,,2,,,test,test2,test2,234,t,d,blank.jpeg
phonetic categorization,din,din_+70.wav,70,,2,,,test,test2,test2,234,t,d,blank.jpeg
break4,,,,,,,,,,,,t,d,blank.jpeg
final reminder,,,,,,,,,,,,t,d,blank.jpeg
